STUDY_INFO,STUDY_DATE_BEGIN,STUDY_DATE_END,NUM_CASE,SUB_NATIONAL_REGION,AREA_SIZE,YEAR_PUBLICATION,LONGITUDE,LATITUDE,AREA_HOSPITAL,COUNTRY,DIAGNOSTIC_METHOD_SUMMARY,STUDY_TYPE
"Lutterloh, E., A. Likaka, et al. (2012). ""Multidrug-resistant typhoid fever with neurologic findings on the Malawi-Mozambique border."" Clin Infect Dis 54(8): 1100-1106.",2009,2009,46.0,"Neno District, Southern Malawi",40 km by 25 km,2012,34.5679867965775,-15.6681516030046,Area,Malawi,Blood culture,Outbreak
"Grema, B. A., et al. (2018). ""Typhoid ileal perforation in a semi-urban tertiary health institution in north-eastern Nigeria."" South African Family Practice 60(5): 168-173.",2016,2016,46.0,Nguru Local Government Area,NA,2018,12.868010484747,10.4473972251337,Area,Nigeria,Clinical symptoms,Case report
"Aubanne, P., B. Virgine, et al. (2011). ""[Predictive value of positive and negative results of the Widal and Felix test for typhoid fever in general practice in Niamey]."" Med Trop (Mars) 71(3): 245-248.",2007,2008,172.0,Niamey,13 km by 13 km,2011,2.11744992104889,13.5234903471879,Area,Niger,Widal test,Prospective study
"Smith, S. I., N. N. Odunukwe, et al. (2004). ""Diagnostic methods for typhoid fever in Nigeria."" Br J Biomed Sci 61(4): 179-181.",NA,NA,14.0,"Nigerian Institute of Medical Research, Yaba, Lagos",NA,2004,3.37106199999999,6.51483399999999,Hospital,Nigeria,Culture,Prospective study
"Marks, F., et al., Incidence of invasive salmonella disease in sub-Saharan Africa: a multicentre population-based surveillance study. Lancet Glob Health, 2017. 5(3): p. e310-e323.",2012,2013,5.0,Nioko II,NA,2017,-1.434575,12.428549,Area,Burkina Faso,Blood culture,Prospective study
"Kinuthia, G. K., M. M. Gicheru, et al. (2012). ""Lifestyles and practices that enhance malaria and typhoid fever in Njoro District, Kenya."" J Community Health 37(1): 224-233.",2004,2009,704.0,"Njoro County Council health center, Njoro District",NA,2012,35.9398795678489,-0.333882283908484,Hospital,Kenya,Widal test,Cross-sectional study
"Kinuthia, G. K., M. M. Gicheru, et al. (2012). ""Lifestyles and practices that enhance malaria and typhoid fever in Njoro District, Kenya."" J Community Health 37(1): 224-233.",2004,2009,1018.0,"Njoro PCEA health center, Kikapu, Njoro District",NA,2012,35.9439135644323,-0.32490239258669,Hospital,Kenya,Widal test,Cross-sectional study
"Kenji, O.M., et al., Infectious etiologies of febrile illnesses in cameroon. American Journal of Tropical Medicine and Hygiene, 2016. 95(5): p. 144-145.",2014,2015,36.0,Nkolbisson,2 km by 2 km,2016,11.4544240535439,3.87182410594216,Area,Cameroon,Stool culture,Literature review
"Oli, A. N., et al. (2017). ""Multi-antibiotic resistant extended-spectrum beta-lactamase producing bacteria pose a challenge to the effective treatment of wound and skin infections."" Pan African Medical Journal 27.",2015,2015,7.80189999999999,"Nnamdi Azikiwe University, Awka, Anambra State",NA,2017,6.24606150301857,7.11990472498918,Hospital,Nigeria,Aspirate culture,Prospective study
"Saana, S.B.B.M., et al., Antibiotic susceptibility patterns of Salmonella typhi among patients in three hospitals in kumasi, ghana. International Journal of Pharmaceutical Sciences and Research, 2014. 5(3): p. 855-860.",2009,2010,128.0,"North Suntreso, Ashanti region",1 km by 1 km,2014,-1.64023787443546,6.70113339457938,Area,Ghana,Culture,Retrospective study
"Moirongo, R. M., et al. (2020). ""Regional Variation of Extended-Spectrum Beta-Lactamase (ESBL)-Producing Enterobacterales, Fluoroquinolone-Resistant Salmonella enterica and Methicillin-Resistant Staphylococcus aureus Among Febrile Patients in Sub-Saharan Africa."" Front Microbiol 11: 567235.",2013,2017,1.0,"Nouna District Hospital, Kossi province",NA,2020,-3.863466,12.739307,Hospital,Burkina Faso,Blood culture,Prospective study
"Moirongo, R. M., et al. (2020). ""Regional Variation of Extended-Spectrum Beta-Lactamase (ESBL)-Producing Enterobacterales, Fluoroquinolone-Resistant Salmonella enterica and Methicillin-Resistant Staphylococcus aureus Among Febrile Patients in Sub-Saharan Africa."" Front Microbiol 11: 567235.",2013,2017,1.0,"Nouna District Hospital, Kossi province",NA,2020,-3.85708884160922,12.7294687846832,Hospital,Burkina Faso,Blood culture,Prospective study
"Okafor, A. M., et al. (2019). ""Malnutrition and its associated factors among primary school children in Nsukka, Nigeria."" African Journal of Biomedical Research 22(3): 263-270.",NA,NA,144.936,"Nsukka, Enugu State",16 km by 8 km,2019,7.3991842560486,6.85960497594061,Area,Nigeria,Widal test,Prospective study
"Zailani, S. B., A. O. Oyelese, et al. (2003). ""Determination of baseline antibody titre to S. typhi/paratyphi in Ile-Ife, Nigeria."" Afr J Med Med Sci 32(3): 307-310.",NA,NA,21.0,"Obafemi Awolowo University Teaching Hospital Complex, Ile-Ife",12 km by 14 km,2003,4.57149703904684,7.50247980965662,Hospital,Nigeria,Blood culture,Prospective study
"Ojo, D. A. and C. F. Mafiana (2005). ""Prevalence of malaria and typhoid infections in endemic community of Ogun State, Nigeria."" Biosciences Biotechnology Research Asia 3(1): 9-16.",2000,2000,87.0,Ogun State,216 km by 265 km,2005,NA,NA,Area,Nigeria,Widal test,Cross-sectional study
"Adias, T. C., et al. (2010). ""Distribution of antibodies to Salmonella in the sera of blood donors in the south-western region of Nigeria."" Blood Transfus 8(3): 163-169.",2004,2005,106.0,"Ogun State Teaching Hospital, Sagamu",NA,2010,3.65307897023863,6.8492922108791,Hospital,Nigeria,Widal test,Prospective study
"Nwokoro, C.C., B.A. Salami, and O.T. Bodunde, Outcome of primary closure of dirty abdominal wounds in children at the Olabisi Onabanjo University Teaching Hospital, Sagamu, Ogun State, Nigeria. Annals of Tropical Medicine and Public Health, 2017. 10(1): p. 101-103.",2006,2009,14.0,"Olabisi Onabanjo University Teaching Hospital, Sagamu",NA,2017,6.84971501320895,3.65299056324165,Hospital,Nigeria,Clinical symptoms,Retrospective study
"Tade, A. O., B. A. Ayoade, et al. (2008). ""Pattern of presentation and management of typhoid intestinal perforation in Sagamu, South-West Nigeria: a 15 year study."" Niger J Med 17(4): 387-390.",1990,2004,105.0,"Olabisi Onabanjo University Teaching Hospital, Sagamu, Ogun State",NA,2008,3.65302799999999,6.84907,Hospital,Nigeria,Clinical symptoms,Retrospective study
"Okwori, E.E., et al., Bacterial pathogens and their antimicrobial susceptibility in Otukpo Benue state of Nigeria. Asian Pacific Journal of Tropical Biomedicine, 2011. 1(SUPPL. 2): p. S261-S265.",1997,2000,709.0,Otukpo General Hospital,NA,2011,7.20527987866031,8.15522578522034,Hospital,Nigeria,Urine culture,Prospective study
"Okwori, E.E., et al., Bacterial pathogens and their antimicrobial susceptibility in Otukpo Benue state of Nigeria. Asian Pacific Journal of Tropical Biomedicine, 2011. 1(SUPPL. 2): p. S261-S265.",1997,2000,27.0,Otukpo General Hospital,NA,2011,7.20527987866031,8.15522578522034,Hospital,Nigeria,Aspirate culture,Prospective study
"Okwori, E.E., et al., Bacterial pathogens and their antimicrobial susceptibility in Otukpo Benue state of Nigeria. Asian Pacific Journal of Tropical Biomedicine, 2011. 1(SUPPL. 2): p. S261-S265.",1997,2000,85.0,Otukpo General Hospital,NA,2011,7.20527987866031,8.15522578522034,Hospital,Nigeria,CSF culture,Prospective study
"Okwori, E.E., et al., Bacterial pathogens and their antimicrobial susceptibility in Otukpo Benue state of Nigeria. Asian Pacific Journal of Tropical Biomedicine, 2011. 1(SUPPL. 2): p. S261-S265.",1997,2000,1030.0,Otukpo General Hospital,NA,2011,7.20527987866031,8.15522578522034,Hospital,Nigeria,Stool culture,Prospective study
"Okwori, E.E., et al., Bacterial pathogens and their antimicrobial susceptibility in Otukpo Benue state of Nigeria. Asian Pacific Journal of Tropical Biomedicine, 2011. 1(SUPPL. 2): p. S261-S265.",1997,2000,74.0,Otukpo General Hospital,NA,2011,7.20527987866031,8.15522578522034,Hospital,Nigeria,Aspirate culture,Prospective study
"Okwori, E.E., et al., Bacterial pathogens and their antimicrobial susceptibility in Otukpo Benue state of Nigeria. Asian Pacific Journal of Tropical Biomedicine, 2011. 1(SUPPL. 2): p. S261-S265.",1997,2000,119.0,Otukpo General Hospital,NA,2011,7.20527987866031,8.15522578522034,Hospital,Nigeria,Aspirate culture,Prospective study
"Okwori, E.E., et al., Bacterial pathogens and their antimicrobial susceptibility in Otukpo Benue state of Nigeria. Asian Pacific Journal of Tropical Biomedicine, 2011. 1(SUPPL. 2): p. S261-S265.",1997,2000,1390.0,Otukpo General Hospital,NA,2011,7.20527987866031,8.15522578522034,Hospital,Nigeria,Blood culture,Prospective study
"Okwori, E.E., et al., Bacterial pathogens and their antimicrobial susceptibility in Otukpo Benue state of Nigeria. Asian Pacific Journal of Tropical Biomedicine, 2011. 1(SUPPL. 2): p. S261-S265.",1987,2000,580.0,Otukpo General Hospital,NA,2011,7.20527987866031,8.15522578522034,Hospital,Nigeria,Aspirate culture,Prospective study
"Zida, M., T. Ouedraogo, et al. (2010). ""[Primary ileostomy for typhoid-related ileal perforation: a 62-case series in Ouagadougou, Burkina Faso]."" Med Trop (Mars) 70(3): 267-268.",2006,2008,62.0,Ouagadougou,NA,2010,-1.51966,12.371428,Area,Burkina Faso,Clinical symptoms,Retrospective study
"Siourime, S.N., et al., SEROTYPING AND ANTIMICROBIAL DRUG RESISTANCE OF SALMONELLA ISOLATED FROM LETTUCE AND HUMAN DIARRHEA SAMPLES IN BURKINA FASO. Afr J Infect Dis, 2017. 11(2): p. 24-30.",2009,2015,12.0,Ouagadougou,20 km by 20 km,2017,-1.52105271882894,12.3806163500642,Area,Burkina Faso,Stool culture,Prospective study
"Kambire, J.L., et al., [Results after surgical management of ileal perforation due to typhoid fever, about 29 cases in Ouahigouya (Burkina Faso)]. Bull Soc Pathol Exot, 2017. 110(5): p. 298-299.",2016,2016,29.0,Ouahigouya town,5 km by 5 km,2017,-2.41658458731474,13.5684654714155,Area,Burkina Faso,Clinical symptoms,Cross-sectional study
"Thriemer, K., et al. (2012). ""Clinical and Epidemiological Features of Typhoid Fever in Pemba, Zanzibar: Assessment of the Performance of the WHO Case Definitions."" PLoS One 7(12).",2009,2010,46.0,"Pemba, Zanzibar",20 km by 60 km,2012,39.778600141514,-5.00573454476653,Area,"Tanzania, United Republic of",Blood culture,Prospective study
"Marks, F., et al., Incidence of invasive salmonella disease in sub-Saharan Africa: a multicentre population-based surveillance study. Lancet Glob Health, 2017. 5(3): p. e310-e323.",2012,2014,2.0,Pietermaritzburg,26 km by 14 km,2017,30.3657534620676,-29.6312858019099,Area,South Africa,Blood culture,Prospective study
"Marks, F., et al., Incidence of invasive salmonella disease in sub-Saharan Africa: a multicentre population-based surveillance study. Lancet Glob Health, 2017. 5(3): p. e310-e323.",2011,2013,7.0,"Pikine, Dakar region",3 km by 2 km,2017,-17.3949746299756,14.7562594959411,Area,Senegal,Blood culture,Prospective study
"Marks, F., et al., Incidence of invasive salmonella disease in sub-Saharan Africa: a multicentre population-based surveillance study. Lancet Glob Health, 2017. 5(3): p. e310-e323.",2012,2013,13.0,Polesgo,NA,2017,-1.51412860124278,12.4397884236465,Area,Burkina Faso,Blood culture,Prospective study
"Nsutebu, E. F., P. Martins, et al. (2003). ""Prevalence of typhoid fever in febrile patients with symptoms clinically compatible with typhoid fever in Cameroon."" Trop Med Int Health 8(6): 575-578.",1997,1997,3.0,"Polyclinic Bonanjo-Douala, Douala city, Southwest Cameroon",NA,2003,9.687511,4.039217,Hospital,Cameroon,Blood culture,Cross-sectional study
"Schellack, N., et al. (2018). ""Fluoroquinolone-resistant Salmonella typhi infection: a report of two cases in South Africa."" Southern African Journal of Infectious Diseases 33(2): 54-56.",2016,NA,2.0,"Pretoria, Gauteng province",32 km by 18 km,2018,28.2319018524299,-25.7324668758215,Area,South Africa,Culture,Case report
"Tette, E.M., et al., Changing Patterns of Disease and Mortality at the Children's Hospital, Accra: Are Infections Rising? PLoS One, 2016. 11(4): p. e0150387.",2007,2007,1.0,"Princess Marie Louise Children’s Hospital, Accra",NA,2016,-0.21307934642002,5.54494985322501,Hospital,Ghana,Unclear,Cross-sectional study
"Tette, E.M., et al., Changing Patterns of Disease and Mortality at the Children's Hospital, Accra: Are Infections Rising? PLoS One, 2016. 11(4): p. e0150387.",2009,2009,1.0,"Princess Marie Louise Children’s Hospital, Accra",NA,2016,-0.21307934642002,5.54494985322501,Hospital,Ghana,Unclear,Cross-sectional study
"Tette, E.M., et al., Changing Patterns of Disease and Mortality at the Children's Hospital, Accra: Are Infections Rising? PLoS One, 2016. 11(4): p. e0150387.",2011,2011,1.0,"Princess Marie Louise Children’s Hospital, Accra",NA,2016,-0.21307934642002,5.54494985322501,Hospital,Ghana,Unclear,Cross-sectional study
"Teshome, B., et al. (2019). ""Salmonella and Shigella among patients with diarrhea at public health facilities in Adama, Ethiopia: Prevalence, antimicrobial susceptibility pattern, and associated factors."" SAGE Open Med 7: 2050312119846041.",2017,2017,NA,"Public health facilities in Adama, Oromia",10 km by 10 km,2019,39.2725049493232,8.53394312943009,Hospital,Ethiopia,Stool culture,Cross-sectional study
"Animut, A., et al., Febrile illnesses of different etiology among outpatients in four health centers in Northwestern Ethiopia. Jpn J Infect Dis, 2009. 62(2): p. 107-10.",2006,2006,11.0,"Quarit Health Center, Western Gojjam zone, Northwestern Ethiopia",NA,2009,37.4301523957015,10.9948524070045,Hospital,Ethiopia,Widal test,Cross-sectional study
"Animut, A., et al., Febrile illnesses of different etiology among outpatients in four health centers in Northwestern Ethiopia. Jpn J Infect Dis, 2009. 62(2): p. 107-10.",2006,2006,11.0,"Quarit Health Center, Western Gojjam zone, Northwestern Ethiopia",NA,2009,37.4298305493565,10.9948629602732,Hospital,Ethiopia,Widal test,Cross-sectional study
"Gordon, M. A., A. L. Walsh, et al. (2001). ""Bacteraemia and mortality among adult medical admissions in Malawi--predominance of non-typhi salmonellae and Streptococcus pneumoniae."" J Infect 42(1): 44-49.",1997,1998,12.0,"Queen Elizabeth Central Hospital, Blantyre",NA,2001,35.021395,-15.802929,Hospital,Malawi,Blood culture,Prospective study
"Olgemoeller, F., et al. (2020). ""Intestinal Perforations Associated With a High Mortality and Frequent Complications During an Epidemic of Multidrug-resistant Typhoid Fever in Blantyre, Malawi."" Clin Infect Dis 71(Supplement_2): S96-s101.",2008,2017,11.0,"Queen Elizabeth Central Hospital, Blantyre",NA,2020,35.021395,-15.802929,Hospital,Malawi,Culture,Prospective study
"Williams, M.G., Biochemical derangements prior to emergency laparotomy at Queen Elizabeth Central Hospital, Blantyre, Malawi: A cross-sectional pilot study. Malawi Med J, 2017. 29(1): p. 55-56.",2015,2015,4.0,"Queen Elizabeth Central Hospital, Blantyre",NA,2017,35.021395,-15.802929,Hospital,Malawi,Clinical symptoms,Prospective study
"Osei-Tutu, B. and F. Anto (2016). ""Trends of reported foodborne diseases at the Ridge Hospital, Accra, Ghana: a retrospective review of routine data from 2009-2013."" BMC Infect Dis 16(1): 139.",2009,2013,263.0,"Ridge Hospital, Accra",NA,2016,-0.185287,5.589207,Hospital,Ghana,Unclear,Retrospective study
"Makanjuola, O. B., et al. (2012). ""Quinolone and multidrug resistant Salmonella typhi in Ibadan, Nigeria."" International Journal of Tropical Medicine 7(3): 103-107.",2008,2009,NA,"Ring Road State Hospital, Ibadan",NA,2012,3.86273049402183,7.35070187933667,Hospital,Nigeria,Blood culture,Prospective study
"Okoko, B. J., et al. (2001). ""Peripheral gangrene complicating Salmonella typhi septicaemia in a Gambian infant."" Journal of Tropical Pediatrics 47(4): 250-251.",1998,1998,1.0,"Royal Victoria Hospital, Banjul",2 km by 6 km,2001,-16.5971556486268,13.4586608830288,Hospital,Gambia,Blood culture,Case report
"Kariuki, S., J. Mwituria, et al. (2004). ""Typhoid is over-reported in Embu and Nairobi, Kenya."" Afr J Health Sci 11(3-4): 103-110.",2002,2003,0.0,"Runyenjes District Hospital, Embu",NA,2004,37.5724229294283,-0.424744475326115,Hospital,Kenya,Blood culture,Case-control study
"Neumann, C. G., N. O. Bwibo, et al. (2013). ""School snacks decrease morbidity in Kenyan schoolchildren: a cluster randomized, controlled feeding intervention trial."" Public Health Nutr 16(9): 1593-1604.",1998,2001,6.0,Rural Embu District,NA,2013,37.6602050181976,-0.634363780744929,Area,Kenya,Widal test,Case-control study
"Mashe, T., et al. (2019). ""Laboratory characterisation of Salmonella enterica serotype Typhi isolates from Zimbabwe, 2009-2017."" BMC Infect Dis 19(1): 487.",2009,2017,550.0,"Rusape, Makoni District, Manicaland Province",5 km by 5 km,2019,32.1320343227742,-18.5394139270169,Area,Zimbabwe,Blood culture,Outbreak
"D'Acremont, V., M. Kilowoko, et al. (2014). ""Beyond malaria--causes of fever in outpatient Tanzanian children."" N Engl J Med 370(9): 809-817.",2008,2008,37.0,"Saint Francis Designated District Hospital, Ifakara, Kilombero District",NA,2014,36.682087,-8.14509999999999,Hospital,"Tanzania, United Republic of",Blood culture,Prospective study
"Adeshina, G.O., et al., Prevalence and susceptibility of Salmonella typhi and Salmonella paratyphi in Zaria, Nigeria. International Journal of Health Research, 2009. 2(4): p. 355-360.",2007,2008,15.0,Salama Clinic,NA,2009,7.70616156070135,11.1295255831449,Hospital,Nigeria,Blood culture,Prospective study
"Makanjuola, O. B., et al. (2012). ""Quinolone and multidrug resistant Salmonella typhi in Ibadan, Nigeria."" International Journal of Tropical Medicine 7(3): 103-107.",2008,2009,NA,"Sango, Ibadan",NA,2012,3.8758656948748,7.43124757964691,Area,Nigeria,Blood culture,Prospective study
"Adeshina, G.O., et al., Prevalence and susceptibility of Salmonella typhi and Salmonella paratyphi in Zaria, Nigeria. International Journal of Health Research, 2009. 2(4): p. 355-360.",2007,2008,17.0,Savanna Polyclinics,NA,2009,7.65744853980941,11.1684839051241,Hospital,Nigeria,Blood culture,Prospective study
"Gebreegziabher, G., et al. (2018). ""Isolation and Antimicrobial Susceptibility Profile of Shigella and Salmonella Species from Children with Acute Diarrhoea in Mekelle Hospital and Semen Health Center, Ethiopia."" Ethiopian journal of health sciences 28(2): 197-206.",2011,2012,2.0,Semien Health Center,NA,2018,39.4799033003035,13.5058685626222,Hospital,Ethiopia,Stool culture,Cross-sectional study
"McConkey, S. J. (2002). ""Case series of acute abdominal surgery in rural Sierra Leone."" World J Surg 26(4): 509-513.",1992,1994,6.0,"Serabu Hospital, Bo Town",NA,2002,-11.9981591547515,7.82783896798357,Hospital,Sierra Leone,Clinical symptoms,Prospective study
"Habte, L., et al. (2018). ""Typhoid fever: clinical presentation and associated factors in febrile patients visiting Shashemene Referral Hospital, southern Ethiopia."" BMC Res Notes 11(1): 605.",2016,2016,21.05,"Shashemene Referral Hospital, West Arsizone, Oromia regional state",NA,2018,40.6352925891352,7.59179408739391,Hospital,Ethiopia,Blood culture,Cross-sectional study
"O'Reilly, C. E., et al. (2012). ""Risk factors for death among children less than 5 years old hospitalized with diarrhea in rural western Kenya, 2005-2007: a cohort study."" PLoS Med 9(7): e1001256.",2005,2007,3.0,"Siaya District Hospital, Nyanza Province",58 km by 70 km,2012,34.2875471977555,0.0698257812609977,Hospital,Kenya,NA,NA
"Ley, B., et al. (2011). ""Assessment and comparative analysis of a rapid diagnostic test (Tubex®) for the diagnosis of typhoid fever among hospitalized children in rural Tanzania."" BMC Infectious Diseases 11.",2008,2009,33.0,"St Augustine's, Hospitali Teule, the District Designated Hospital of Muheza District",NA,2011,38.791777,-5.17593899999999,Hospital,"Tanzania, United Republic of",Blood culture,Prospective study
"Biggs, H. M., R. Lester, et al. (2014). ""Invasive Salmonella infections in areas of high and low malaria transmission intensity in Tanzania."" Clin Infect Dis 58(5): 638-647.",2006,2007,11.0,"St Augustine's, Hospitali Teule, the District Designated Hospital of Muheza District",100 km by 50 km,2014,38.791777,-5.17593899999999,Hospital,"Tanzania, United Republic of",Blood culture,Prospective study
"Hildenwall, H., B. Amos, et al. (2016). ""Causes of non-malarial febrile illness in outpatients in Tanzania."" Trop Med Int Health 21(1): 149-156.",2011,2012,7.0,"St Augustine's, Hospitali Teule, the District Designated Hospital of Muheza District",50 km by 50 km,2016,38.791777,-5.17593899999999,Hospital,"Tanzania, United Republic of",Blood culture,Prospective study
"Ley, B., G. Mtove, et al. (2010). ""Evaluation of the Widal tube agglutination test for the diagnosis of typhoid fever among children admitted to a rural hdospital in Tanzania and a comparison with previous studies."" BMC Infect Dis 10: 180.",2008,2009,16.0,"St Augustine's, Hospitali Teule, the District Designated Hospital of Muheza District",NA,2010,38.791777,-5.17593899999999,Hospital,"Tanzania, United Republic of",Blood culture,Prospective study
"Mtove, G., B. Amos, et al. (2011). ""Decreasing incidence of severe malaria and community-acquired bacteraemia among hospitalized children in Muheza, north-eastern Tanzania, 2006-2010."" Malar J 10: 320.",2006,2010,59.0,"St Augustine's, Hospitali Teule, the District Designated Hospital of Muheza District",NA,2011,38.791777,-5.17593899999999,Hospital,"Tanzania, United Republic of",Blood culture,Prospective study
"Onyango, D., F. Machioni, et al. (2008). ""Multidrug resistance of Salmonella enterica serovars Typhi and Typhimurium isolated from clinical samples at two rural hospitals in Western Kenya."" J Infect Dev Ctries 2(2): 106-111.",2004,2005,33.0,St Elizabeth Mukumu Hospital,NA,2008,34.766085,0.217081,Hospital,Kenya,Blood culture,Prospective study
"Conventi, R., et al., Intestinal perforation due to typhoid fever in Karamoja (Uganda). Ann Ital Chir, 2018. 89: p. 138-148.",2010,2016,47.0,"St. Kizito Hospital, Matany",NA,2018,34.3941742576127,2.44332110459068,Hospital,Uganda,Clinical symptoms,Retrospective study
"Sothmann, P., R. Krumkamp, et al. (2015). ""Urbanicity and Paediatric Bacteraemia in Ghana-A Case-Control Study within a Rural-Urban Transition Zone."" PLoS One 10(9): e0139433.",2012,2012,18.0,"St. Michael’s Hospital, Pramso, Bosomtwe District, Kumasi",NA,2015,-1.61,6.66,Hospital,Ghana,Blood culture,Case-control study
"Andualem, G., et al., A comparative study of Widal test with blood culture in the diagnosis of typhoid fever in febrile patients. BMC Res Notes, 2014. 7: p. 653.",2010,2011,7.0,St. Paul's General Specialized Hospitals,NA,2014,38.728633,9.048299,Hospital,Ethiopia,Blood culture,Cross-sectional study
"Akullian, A., E. Ng'eno, et al. (2015). ""Environmental Transmission of Typhoid Fever in an Urban Slum."" PLoS Negl Trop Dis 9(12): e0004212.",2010,2011,118.0,"Tabitha Clinic, Kibera",NA,2015,36.787872,-1.311851,Hospital,Kenya,Blood culture,Prospective study
"Tabu, C., R. F. Breiman, et al. (2012). ""Differing burden and epidemiology of non-Typhi Salmonella bacteremia in rural and urban Kenya, 2006-2009."" PLoS One 7(2): e31237.",2006,2009,135.0,"Tabitha Clinic, Kibera, Nairobi",NA,2012,36.787872,-1.311851,Hospital,Kenya,Blood culture,Prospective study
"Saana, S.B.B.M., et al., Antibiotic susceptibility patterns of Salmonella typhi among patients in three hospitals in kumasi, ghana. International Journal of Pharmaceutical Sciences and Research, 2014. 5(3): p. 855-860.",2009,2010,128.0,"Tafo hospital, Ashanti region",NA,2014,-1.61682455835759,6.70079119818255,Hospital,Ghana,Culture,Retrospective study
"Anabire, N.G., et al., Evaluation of hematological indices of childhood illnesses in Tamale Metropolis of Ghana. J Clin Lab Anal, 2018: p. e22582.",2015,2015,20.0,"Tamale Central Hospital, central Tamale",NA,2018,-0.823427458936631,9.39293419836924,Hospital,Ghana,Widal test,Cross-sectional study
"Acquah, S. E. K., et al. (2013). ""Susceptibility of bacterial etiological agents to commonly-used antimicrobial agents in children with sepsis at the Tamale Teaching Hospital."" BMC Infectious Diseases 13(1).",2011,2012,6.0,"Tamale Teaching Hospital, Tamale",NA,2013,-0.82336308501661,9.39298712326611,Hospital,Ghana,Blood culture,Retrospective study
"Ouedraogo, S., E. Ouangre, and M. Zida, Epidemiological, clinical, and therapeutic features of typhoid intestinal perforation in a rural environment of Burkina Faso. Med Sante Trop, 2017. 27(1): p. 67-70.",2010,2014,216.0,"Tenkodogo Department (or commune), Boulgou Province",NA,2017,-0.373958273330527,11.7882699986403,Area,Burkina Faso,Widal test,Retrospective study
"Ouedraogo, S., et al., Etiological, therapeutic and prognostic particularities of primary biliary peritonitis in tropical environments. Med Sante Trop, 2018. 28(1): p. 50-53.",2010,2016,27.0,"Tenkodogo Department (or commune), Boulgou Province",NA,2018,-0.373958273330527,11.7882699986403,Area,Burkina Faso,Clinical symptoms,Retrospective study
"Kariuki, S., J. Mwituria, et al. (2004). ""Typhoid is over-reported in Embu and Nairobi, Kenya."" Afr J Health Sci 11(3-4): 103-110.",2002,2003,0.0,"TENRI clinic, Embu",NA,2004,37.453901523749,-0.537405091618343,Hospital,Kenya,Blood culture,Case-control study
"Adias, T. C., et al. (2010). ""Distribution of antibodies to Salmonella in the sera of blood donors in the south-western region of Nigeria."" Blood Transfus 8(3): 163-169.",2004,2005,106.0,"The Obafemi Awolowo University Teaching Hospital, Ile-Ife",NA,2010,4.54432021845583,7.51603903769485,Hospital,Nigeria,Widal test,Prospective study
"Adesunkanmi, A. R. K. and T. A. Badmus (2006). ""Pattern of antibiotic therapy and clinical outcome in acute generalized peritonitis in semi-urban and rural Nigerians."" Chemotherapy 52(2): 69-72.",1997,2002,75.0,"The Obafemi Awolowo University Teaching Hospitals Complex-Wesley Guild Hospital, Ilesa",NA,2006,4.55212699999999,7.490462,Hospital,Nigeria,Clinical symptoms,Prospective study
"Agbakwuru, E. A., A. R. Adesunkanmi, et al. (2003). ""A review of typhoid perforation in a rural African hospital."" West Afr J Med 22(1): 22-25.",1988,2001,105.0,"The Obafemi Awolowo University Teaching Hospitals Complex-Wesley Guild Hospital, Ilesa",NA,2003,4.55212699999999,7.490462,Hospital,Nigeria,Clinical symptoms,Retrospective study
"Agbakwuru, E. A., et al. (2003). ""A review of typhoid perforation in a rural African hospital."" West African Journal of Medicine 22(1): 22-25.",1988,2001,105.0,"The Obafemi Awolowo University Teaching Hospitals Complex-Wesley Guild Hospital, Ilesa",NA,2003,4.55212699999999,7.490462,Hospital,Nigeria,Clinical symptoms,Retrospective study
"Kariuki, S., G. Revathi, et al. (2004). ""Characterization of multidrug-resistant typhoid outbreaks in Kenya."" J Clin Microbiol 42(4): 1477-1482.",2001,2002,3.0,"Thika, Kiambu County",15 km by 8 km,2004,37.1003165014223,-1.03926533880188,Area,Kenya,Blood culture,Outbreak
"Nsutebu, E. F., et al. (2002). ""The increase in occurrence of typhoid fever in Cameroon: overdiagnosis due to misuse of the Widal test?"" Trans R Soc Trop Med Hyg 96(1): 64-67.",1996,NA,5.0,"Tiko town, Southwest Region",5 km by 5 km,2002,9.35953593037703,4.07630367131887,Area,Cameroon,Blood culture,Cross-sectional study
"Lutterloh, E., A. Likaka, et al. (2012). ""Multidrug-resistant typhoid fever with neurologic findings on the Malawi-Mozambique border."" Clin Infect Dis 54(8): 1100-1106.",2009,2009,46.0,Tsangano District,61 km by 85 km,2012,34.557115,-15.672419,Area,Mozambique,Blood culture,Outbreak
"Lutterloh, E., A. Likaka, et al. (2012). ""Multidrug-resistant typhoid fever with neurologic findings on the Malawi-Mozambique border."" Clin Infect Dis 54(8): 1100-1106.",2009,2009,46.0,"Tsangano District, Mozambique",2 km by 2 km,2012,34.4465573060979,-15.3733330574771,Area,Malawi,Blood culture,Outbreak
"Osifo, O. D. and S. O. Ogiemwonyi (2010). ""Typhoid ileal perforation in children in Benin city."" Afr J Paediatr Surg 7(2): 96-100.",1993,2007,17.0,"Univeristy of Benin Teaching Hospital, Benin City",NA,2010,6.39050312796548,5.61180409615447,Hospital,Nigeria,Clinical symptoms,Retrospective study
"Ibadin, M. O. and A. Ogbimi (2004). ""Antityphoid agglutinins in African school aged children with malaria."" West Afr J Med 23(4): 276-279.",1999,1999,189.0,"Univeristy of Benin Teaching Hospital, Benin City",NA,2004,6.39050312796548,5.61180409615447,Hospital,Nigeria,Widal test,Prospective study
